User,Balance
0x7e500f593baa7533a001c94d3b042e64d31a33c6, 0.0
0x45f02cd3006a268cfa49822f680d985b28a782c2, 0.021564936000522898
0xbda5295c2d6f1eeda7b860c5fe5b131296a2307c, 0.006552632550770934
0x91c2090c673008573637ab1423dbaddc322bca30, 9.8041526331e-05
0x62e6508996f79ec43f01be494d77568cb0b528cf, 0.10745259762022899
0x6d3bfbba856676b32798dac65e736c0719471ad7, 0.0746433785126732
0xb11d7277546119740f19dcb45252b31834e06a94, 7.6607763834e-05
0x5dc1eb63e279b32ffb5cd930b8d8f2e402d6c3f2, 0.04144468155719468
0x7347f0371eac26a1d08cbab48516420ed8378cd9, 0.000582522853164
0x087dd13a96e6f63ec8bcda60060485d86a8275a4, 8.8299440901e-05
0xba04c6870216d5604a8d03f4e07aadc474010d54, 0.00063637935354
0x084144e0dded8d8b05173bc2f4bbe0994df87c52, 0.10336771029727203
0x1d462745b9ee7ff85ccef1d9b5f43d05ee65c9c2, 0.000399305785005185
0xa89ff4b31f990521602169b169a471fbf757239c, 0.000570127532499
0xca2ea248299cf81f55eb458ee60bdc53a1bad06c, 0.000576737076972
0x0879de98aafd557d9fda725c311b14d2e969fe10, 0.052334078992391536
0x6ebb5d9032a1b6827a5b66ff606ebc2dd157261d, 0.07465763529853572
0x059dfc22a1017561e6f2734a08e1659fd806c103, 0.33318617833169806
0xb35ca052f94e6e7a8ceda3a2353a66f99ed4f4b8, 7.4773343274e-05
0xf4e91f0025d2cd76f9ca4f95e1a4f073a0387c80, 0.000111997541838
0x60c260979397de19d7572616ff41dbe0fb05812d, 0.0771591199957523
0xa3197a0e51b0e3dd3c5b92fad6e4f255e21a9162, 0.0
0x9c5351b80108f25be5ce2abc6f616d0f08e8c774, 0.005012774966377804
0x96bbb9404b01c9e7d7af32212245b8565972d7f1, 0.1479404853726927
0xa5bc21932d8f64e911a6c3b3db5a1092770d26a1, 0.000122156449044
0xe84304e024cff6092c20167af2f2859a4893e030, 0.34738679049006116
0x66223515dc0e367535c4aa277b7461ea26d0cc65, 0.0
0xbbb3bd3d10605c4ecb8147eaae08337f3b0f8dbf, 0.0
0x7400668de2cf223142d7f2cee8b2ebc30b0905a1, 0.001328478268595824
0x72c9ca35220e3df21ca9904bfc14f4b7d56475c5, 0.001086509114845421
0x25549b1977b854b31cf279283e54d8ea3588054d, 0.6502248637706254
0x990d79dded293ec047d14fb539f6357d6ce45610, 0.01680989624572175
0xbf425176303126346bb61e2ee54a0c58462e8636, 0.10101333015617799
0xf80f8855e4b18122504a019b469e3fd35a994eeb, 0.2391984496314458
0xdc2a4f383ce16f77623218e52b026f5d95fbbbf5, 0.8355250662649204
0xc11e136864a1ed9bc9ebfd9ca31c0cae3130b420, 0.007830740883659187
0x6c4670fe4a23d9d3d6e84b56afca903d17ee10f2, 0.3772330912872497
0xb96f28a8e42a394107f85f47a8a073a96f43ce2f, 0.000485393670468
0x7747762cc129fe70e3bf2126a36c791331a980d6, 0.000634382394387
0x7b5301447d20f4be1d966ffc7959031938290595, 0.000163256763264
0x5073f151f1bf59803a47be918855426809918408, 0.5258172264787401
0x9f3041d63c0e221598a4ef1e7de7f7b402c57340, 0.00059477922504
0xab3c8e92bb4fa9bb113e007d0695c61a2adde842, 0.004085708989813722
0x854c68093c13e6f65062b129881a7d4a57d8bba4, 0.000154418598642
0x8ca0cfcc787cf9d4f01f32f615ef7c65eab8049d, 0.06311566658527462
0xe7d06094d0546c5b01d24fe09c9d95b39880a7d2, 0.000651667144527
0xc920bb401bf1dab5f1e49b2fd1bcf5198ff98768, 0.04504585516121843
0x4f2452cd6556cce7ee6906aa8462d4315ef8cbbd, 0.139427971940652
0x95032b71b6b413b771209eb6164d7ca33bf4ab4f, 0.0
0xfa0542c34b39297a66939eb67f025273ed5c4a31, 0.00010192829241
0x6497157c0abc3c5fec38979887a594f0887128bf, 0.00022374334395
0x70b0297fb711dd358765da4274d3978b3776c4df, 0.000162395770717479
0xee7d2306d4503253e5711a53463ae850d6315a23, 9.3238986603e-05
0xade1ba25b9a537196777db598683741f88458dd2, 0.12719622128044886
0xfe8683f39bd4708184bd934b9ea9442f8fde20ae, 0.000105783563361
0xfb209d0c4f3b8ed90dc41e87fbf8838ba220a55c, 0.02182693997753205
0x02f84144f7253617c7980305fa9ecddc640822c4, 0.06832482324800679
